275,102,179,377
275,102,179,377
271,106,185,370
271,106,185,370
275,109,185,363
275,109,185,363
277,109,186,362
277,109,186,362
277,109,186,362
273,106,192,370
273,106,192,370
273,106,192,370
273,106,192,370
283,105,185,370
283,105,185,370
283,105,185,370
283,105,185,370
285,106,186,370
285,106,186,370
285,106,186,370
285,106,186,370
288,104,188,371
288,104,188,371
288,104,188,371
288,104,188,371
290,105,186,372
290,105,186,372
290,105,186,372
290,105,186,372
298,105,173,369
298,105,173,369
298,105,173,369
298,105,173,369
302,108,168,364
302,108,168,364
302,108,168,364
302,108,168,364
302,108,168,364
302,104,168,370
302,104,168,370
302,104,168,370
302,104,168,370
302,104,168,370
302,104,168,370
302,100,167,375
302,100,167,375
302,100,167,375
302,100,167,375
302,100,167,375
302,100,167,375
299,100,171,375
299,100,171,375
299,100,171,375
299,100,171,375
299,100,171,375
299,99,171,377
299,99,171,377
299,99,171,377
299,99,171,377
299,99,171,377
298,99,171,378
298,99,171,378
298,99,171,378
298,99,171,378
298,99,171,378
302,101,165,373
302,101,165,373
302,101,165,373
302,101,165,373
302,101,165,373
302,101,165,373
302,101,165,373
305,98,160,381
305,98,160,381
305,98,160,381
305,98,160,381
305,98,160,381
305,98,160,381
305,98,160,381
305,98,160,381
301,100,166,375
301,100,166,375
301,100,166,375
301,100,166,375
301,100,166,375
301,100,166,375
301,100,166,375
296,102,169,373
296,102,169,373
296,102,169,373
296,102,169,373
301,110,157,357
301,110,157,357
301,110,157,357
301,110,157,357
301,110,157,357
301,110,157,357
298,105,159,368
298,105,159,368
298,105,159,368
298,105,159,368
298,105,159,368
298,105,159,368
292,104,164,371
292,104,164,371
292,104,164,371
292,104,164,371
292,104,164,371
292,104,164,371
277,102,171,367
277,102,171,367
277,102,171,367
281,106,160,359
281,106,160,359
281,106,160,359
281,106,160,359
272,103,168,358
272,103,168,358
271,95,173,370
271,95,173,370
270,92,177,372
270,92,177,372
270,102,171,352
270,102,171,352
270,102,171,352
270,102,171,352
273,97,163,362
273,97,163,362
273,97,163,362
273,97,163,362
273,97,163,362
275,95,159,356
275,95,159,356
275,95,159,356
275,95,159,356
275,95,159,356
272,90,166,326
272,90,166,326
272,90,166,326
272,90,166,326
272,90,166,326
272,90,166,326
274,93,157,352
274,93,157,352
274,93,157,352
274,93,157,352
279,90,153,347
279,90,153,347
279,90,153,347
279,90,153,347
279,90,153,347
271,92,157,345
271,92,157,345
271,92,157,345
271,92,157,345
269,92,159,351
269,92,159,351
269,92,159,351
270,97,160,344
270,97,160,344
270,97,160,344
270,97,160,344
268,97,158,344
268,97,158,344
268,97,158,344
268,97,158,344
272,101,156,338
272,101,156,338
272,101,156,338
272,101,156,338
272,101,156,338
274,99,155,344
274,99,155,344
274,99,155,344
274,99,155,344
274,99,155,344
272,112,157,325
272,112,157,325
272,112,157,325
272,112,157,325
272,112,157,325
272,112,157,325
272,111,158,321
272,111,158,321
272,111,158,321
272,111,158,321
272,111,158,321
271,114,159,320
271,114,159,320
271,114,159,320
271,114,159,320
268,115,164,313
268,115,164,313
268,115,164,313
268,115,164,313
268,115,164,313
276,111,163,313
276,111,163,313
276,111,163,313
276,111,163,313
318,122,119,260
318,122,119,260
323,113,117,277
323,113,117,277
323,113,117,277
323,113,117,277
324,105,116,294
324,105,116,294
324,105,116,294
324,105,116,294
325,101,118,299
325,101,118,299
325,101,118,299
325,101,118,299
324,97,120,307
324,97,120,307
324,97,120,307
324,97,120,307
326,94,117,311
326,94,117,311
326,94,117,311
326,94,117,311
327,97,113,270
327,97,113,270
327,97,113,270
327,97,113,270
327,97,113,270
346,122,109,222
346,122,109,222
346,122,109,222
346,122,109,222
347,121,112,222
347,121,112,222
347,121,112,222
348,121,112,221
348,121,112,221
348,121,112,221
343,149,123,200
380,381,479,98
376,380,483,100
375,376,479,104
374,378,484,102
379,378,473,101
